Estimated Gender,Hard to Tell,Hard to Tell,Hard to Tell,Female,Female,Female,Male,Male,Hard to Tell,Male,Male,Male,Hard to Tell,Female,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Female,Male,Female,Female,Male,Female,Male,Male,Male,Hard to Tell,Hard to Tell,Hard to Tell,Female,Male,Female,Hard to Tell,Hard to Tell,Hard to Tell,Female,Female,Male,Male,Male,Male,Female,Male,Female,Female,Female,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Female,Female,Male,Male,Female,Male,Female,Hard to Tell,Hard to Tell,Male,Female,,,,,,,
Estimated Age Group,Hard to Tell,Hard to Tell,Hard to Tell,36-50,>50,36-50,36-50,21-35,Hard to Tell,36-50,36-50,36-50,Hard to Tell,>50,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,>50,>50,Hard to Tell,Hard to Tell,36-50,Hard to Tell,>50,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,>50,36-50,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,21-35,21-35,21-35,21-35,21-35,21-35,36-50,0-20,21-35,21-35,Hard to Tell,Hard to Tell,Hard to Tell,Hard to Tell,21-35,21-35,21-35,36-50,21-35,21-35,21-35,Hard to Tell,Hard to Tell,0-20,21-35,,,,,,,
Clothing Color,Hard to Tell,Hard to Tell,Hard to Tell,white,black,red,BLUE,BLACK,WHITE,BLACK,WHITE,WHITE,WHITE,WHITE,Hard to Tell,Hard to Tell,Hard to Tell,WHITE,BLACK,BLACK,WHITE,WHITE,WHITE,WHITE,BLACK,WHITE,BLACK,Hard to Tell,Hard to Tell,WHITE,WHITE,WHITE,WHITE,BLACK,BLACK,GREEN,BLACK,RED,BLACK,BLACK,Hard to Tell,BLUE,RED,BLACK,WHITE,WHITE,BLACK,GREEN,BLACK,WHITE,WHITE,WHITE,BLACK,BLACK,BLACK,BLACK,BLACK,PINK,BLACK,BLACK,RED,GREY,BLACK,Hard to Tell,Hard to Tell,GREY,BLACK,,,,,,,
Visibility Scale,1,1,1,3,3,3,3,3,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,,,,1,3,3,1,1,1,3,3,3,2,2,2,3,3,3,2,2,1,1,1,1,3,3,3,1,3,3,3,1,1,3,3,,,,,,,
Estimated Visible Distrction,Hard to Tell,Hard to Tell,Hard to Tell,No,No,No,No,No,Hard to Tell,No,No,No,Hard to Tell,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,
User Notes,,,,,,,,,,,,THE PED WAS WALKING WITH A BICYCLE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus Interaction,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
Roadway Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,
Type of Bus Interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,Alighted,,,,,,,
Bus Stop Arrival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:37:07PM,15:37:07PM,15:37:07PM,15:37:07PM,15:37:07PM,15:37:07PM,15:37:07PM,15:40:30PM,15:40:30PM,16:43:40PM,16:43:40PM,16:43:40PM,16:43:49PM,16:43:49PM,16:43:49PM,16:43:40PM,16:43:40PM,16:43:49PM,16:43:49PM,16:43:49PM,16:43:49PM,17:06:32PM,17:06:32PM,17:06:32PM,17:48:39PM,18:08:41PM,18:08:41PM,18:08:41PM,18:08:41PM,18:08:41PM,18:08:41PM,18:08:41PM,,,,,,,
Bus Stop Departure Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:38:33PM,15:38:33PM,15:38:33PM,15:38:33PM,15:38:33PM,15:38:33PM,15:38:33PM,15:41:02PM,15:41:02PM,16:44:05PM,16:44:05PM,16:44:05PM,16:44:18PM,16:44:18PM,16:44:18PM,16:44:05PM,16:44:05PM,16:44:18PM,16:44:18PM,16:44:18PM,16:44:18PM,17:06:46PM,17:06:46PM,17:06:46PM,17:53:12PM ,18:08:59PM,18:08:59PM,18:08:59PM,18:08:59PM,18:08:59PM,18:08:59PM,18:08:59PM,,,,,,,
Noteworthy Events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Crossing?,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,
Pedestrian Phase Crossing?,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,,,,,,
Intend to Cross Timestamp,15:00:33 PM,15:00:33 PM,15:00:33 PM,15:01:09 PM,15:01:09 PM,15:01:09 PM,15:02:19 PM,15:02:43PM,15:02:51PM,15:03:10PM,15:03:40PM,15:04:28PM,15:04:53PM,15:06:09PM,15:07:13PM,15:07:15PM,15:07:15PM,15:09:13PM,15:09:14PM,15:09:14PM,15:12:56PM,15:12:56PM,15:14:45PM,15:14:45PM,15:14:49PM,15:14:51PM,15:14:51PM,15:17:03PM,15:20:20PM,15:20:45PM,,,,,,,15:37:21PM,,,,,,15:40:37PM,,,,,,,16:44:32PM,,,,,,,,,,17:49:11PM,,,,,,,,,,,,,,
Crossing Start Time,15:00:34 PM,15:00:34 PM,15:00:34 PM,15:01:10PM,15:01:10PM,15:01:10PM,15:02:21PM,15:02:44PM,15:02:54PM,15:03:12PM,15:03:41PM,15:04:30PM,15:04:55PM,15:06:10PM,15:07:15PM,15:07:17PM,15:07:17PM,15:09:14PM,15:09:16PM,15:09:16PM,15:13:03PM,15:13:03PM,15:14:47PM,15:14:47PM,15:14:51PM,15:14:53PM,15:14:53PM,,15:20:22PM,15:20:47PM,15:21:30PM,15:21:28PM,15:23:37PM,15:23:36PM,15:23:39PM,15:37:21PM,15:37:26PM,15:37:30PM,15:37:55PM,15:37:35PM,15:37:35PM,15:38:21PM,15:40:39PM,15:40:46PM,,,,,16:44:39PM,16:44:36PM,16:45:02PM,16:45:02PM,16:44:17PM,16:44:22PM,16:44:23PM,16:44:23PM,17:06:47PM,17:06:55PM,17:06:56PM,17:49:31PM,18:08:54PM,18:09:02PM,18:09:04PM,18:09:05PM,18:09:05PM,18:09:23PM,,,,,,,,
Refuge Island Start Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:17:04PM,,,,,,,,,,,15:37:59PM,15:37:44PM,15:37:44PM,,15:40:46PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refuge Island End Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:38:01PM,15:37:47PM,15:37:47PM,,15:40:48PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did User Finish Crossing During Pedestrian Phase?,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,,,,,,
Crossing End Time,15:00:42 PM,15:00:45PM,15:00:45PM,15:01:18PM,15:01:18PM,15:01:18PM,15:02:29PM,15:02:53PM,15:03:14PM,15:03:24PM,15:03:50PM,15:04:39PM,15:05:07PM,15:06:22PM,15:07:25PM,15:07:33PM,15:07:33PM,15:09:31PM,15:09:34PM,15:09:34PM,15:13:18PM,15:13:21PM,15:14:57 PM,15:15:00PM,15:15:03PM,15:15:22PM,15:15:22PM,15:17:19PM,15:20:36PM,15:20:55PM,15:21:48PM,15:21:48PM,3:23:59 PM,15:23:49PM,15:23:55PM,15:37:29PM,15:37:33PM,15:37:42PM,15:38:04PM,15:37:53PM,15:37:53PM,15:38:38PM,15:40:52PM,15:40:53PM,,,,,16:44:43PM,16:44:48PM,16:45:10PM,16:45:10PM,16:44:39PM,16:44:39PM,16:44:41 PM,16:44:47PM,17:06:56PM,17:07:12PM,17:07:18PM,17:49:51PM,18:08:58PM,18:09:11PM,18:09:15PM,18:09:17PM,18:09:17PM,18:09:31PM,,,,,,,,
Crossing Interaction Notes,Cyclist,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Cyclist,Walk,Walk,Walk,Walk,Walk,Walk,Courtesy Run,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Other,Walk,Walk,,,,,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Courtesy Run,Walk,Walk,Walk,Walk,Walk,,,,,,,,
Bus Presence,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,,,,,,,
Crossing Location Relative to Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,In Front,In Front,In Front,Behind,Behind,Behind,In Front,Behind,In Front,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Behind,In Front,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Crossing Location Relative to Bus Stop,Upstream,Upstream,Upstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream,Downstream,Downstream,Upstream,Downstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream,Upstream,Upstream,Downstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream,Downstream,Upstream,Upstream,Upstream,Downstream,Upstream,Downstream,,,,,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream,Downstream,Upstream,Downstream,Downstream,Downstream,Upstream,Upstream,Downstream,,,,,,,,
Noteworthy Events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle Traffic,Light,Light,Light,Zero,Zero,Zero,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Zero,Zero,Zero,Zero,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,,,,,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,,,,,,,,
General Reviewer Notes,,,,Gothic,Gothic,Gothic,Gothic,GOTHIC,,GOTHIC,GOTHIC,GOTHIC,,,,,,,,,,,,,,GOTHIC,GOTHIC,,,,,,,,,,,,,,,,,,,,,,GOTHIC,GOTHIC,GOTHIC,GOTHIC,,,,,GOTHIC,,,,GOTHIC,GOTHIC,GOTHIC,,,GOTHIC,,,,,,,,
